,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
341,,,28.925117,,,ProfExe,6100,78753.0,,DebtCon,95433.0,0.0
2193,105.5,34.0,,2.0,0.0,ProfExe,13500,65000.0,4.0,DebtCon,,14.0
4166,199.98543,25.0,27.11769,2.0,0.0,Other,21700,20627.0,0.0,DebtCon,52040.0,26.0
1933,72.329575,9.0,31.605665,0.0,0.0,Mgr,12700,27459.0,0.0,HomeImp,38577.0,16.0
1481,208.89848,16.0,39.250435,0.0,0.0,Other,11000,92521.0,2.0,DebtCon,110704.0,13.0
5562,179.71924,21.0,38.600765,0.0,0.0,ProfExe,36000,145908.0,0.0,DebtCon,190303.0,20.0
2157,159.61702,14.0,40.75298,0.0,0.0,Office,13500,68262.0,1.0,HomeImp,93841.0,26.0
5875,112.74828,22.0,44.94593,0.0,0.0,Mgr,53600,235895.0,7.0,HomeImp,299772.0,5.0
1790,229.40617,10.0,35.86773,0.0,0.0,Other,12100,55147.0,0.0,DebtCon,72553.0,0.0
2399,284.51697,46.0,32.911385,0.0,0.0,ProfExe,14400,111914.0,1.0,DebtCon,142105.0,3.0
5520,185.00543,22.0,38.896038,0.0,0.0,ProfExe,34100,138523.0,1.0,DebtCon,196555.0,21.0
2294,153.7354,12.0,29.964687,0.0,0.0,ProfExe,13900,48110.0,1.0,DebtCon,63601.0,5.0
5177,194.09314,28.0,36.906075,0.0,0.0,ProfExe,27900,137006.0,1.0,HomeImp,207997.0,5.0
3296,239.20163,35.0,39.30107,0.0,0.0,ProfExe,17600,39057.0,1.0,DebtCon,50933.0,6.0
5392,62.416298,6.0,15.028037,0.0,0.0,Other,31200,22907.0,0.0,DebtCon,46357.0,0.0
4353,244.17973,50.0,36.70087,0.0,0.0,Self,22600,239115.0,2.0,HomeImp,264462.0,5.0
1237,263.287,16.0,36.827785,0.0,0.0,Office,10200,102281.0,0.0,,114277.0,15.0
4314,219.4893,12.0,41.14904,0.0,0.0,Other,22400,37726.0,0.0,DebtCon,59799.0,
96,146.1,22.0,,0.0,2.0,Other,4000,55000.0,0.0,DebtCon,59000.0,12.0
5811,342.86667,7.0,,0.0,0.0,Other,50000,,0.0,HomeImp,82200.0,
1475,242.24976,16.0,37.68017,1.0,0.0,Other,11000,60123.0,2.0,HomeImp,74887.0,3.0
1,121.833336,14.0,,2.0,0.0,Other,1300,70053.0,0.0,HomeImp,68400.0,7.0
3463,192.97728,16.0,26.8605,0.0,0.0,Other,18300,121001.0,0.0,DebtCon,210685.0,2.0
1457,108.53333,27.0,,0.0,0.0,ProfExe,11000,74596.0,1.0,HomeImp,98000.0,6.0
5511,166.62474,27.0,42.3189,0.0,1.0,Mgr,33900,128884.0,1.0,DebtCon,172094.0,12.0
533,74.066666,16.0,,0.0,0.0,Mgr,7300,58671.0,1.0,HomeImp,87975.0,3.0
2204,269.62872,19.0,28.172426,1.0,0.0,Office,13600,12724.0,0.0,HomeImp,52016.0,24.0
1884,226.43333,42.0,,6.0,2.0,Other,12500,62000.0,4.0,HomeImp,102600.0,10.0
3559,112.97604,26.0,34.414623,1.0,2.0,Other,18700,68196.0,1.0,DebtCon,89641.0,0.0
2369,232.35332,23.0,36.470707,0.0,0.0,Mgr,14200,73533.0,10.0,DebtCon,88924.0,21.0
4127,195.48569,25.0,32.37877,0.0,0.0,Mgr,21500,107799.0,0.0,DebtCon,160526.0,16.0
1397,202.53743,13.0,29.551582,2.0,0.0,Other,10800,49254.0,0.0,HomeImp,80527.0,2.0
5457,45.666668,7.0,,0.0,0.0,Mgr,32600,17918.0,0.0,DebtCon,40000.0,7.0
5528,250.63333,14.0,,0.0,0.0,Other,34500,109000.0,3.0,DebtCon,159500.0,
1781,102.22571,26.0,25.782787,0.0,0.0,ProfExe,12100,83557.0,1.0,HomeImp,98881.0,6.0
4172,115.52949,29.0,33.45667,0.0,0.0,Other,21700,72180.0,1.0,DebtCon,93427.0,2.0
5530,45.927166,7.0,35.131092,0.0,0.0,Mgr,34600,27851.0,0.0,DebtCon,42623.0,6.0
440,219.73567,18.0,20.885094,0.0,0.0,ProfExe,6800,136951.0,1.0,HomeImp,160306.0,11.0
4483,200.57576,26.0,36.398727,0.0,0.0,Self,23400,97865.0,1.0,DebtCon,120172.0,2.0
5295,226.86115,19.0,40.81731,0.0,0.0,ProfExe,29200,139299.0,1.0,DebtCon,180818.0,1.0
54,298.13156,7.0,35.55354,0.0,0.0,Other,3200,27200.0,0.0,HomeImp,40834.0,
2069,195.53871,24.0,36.611073,2.0,1.0,Other,13100,59608.0,1.0,HomeImp,72561.0,30.0
3449,89.59984,19.0,41.230526,0.0,0.0,Other,18200,4927.0,1.0,DebtCon,30198.0,
3819,234.33333,32.0,,2.0,0.0,Office,20000,107000.0,2.0,DebtCon,146400.0,0.1
5830,344.4098,7.0,22.169596,0.0,0.0,Other,50300,,0.0,HomeImp,88313.0,
4073,162.32211,23.0,31.987637,0.0,0.0,ProfExe,21300,101524.0,0.0,HomeImp,141859.0,10.0
2943,128.28853,23.0,39.576813,2.0,,Office,16200,49780.0,0.0,HomeImp,109050.0,2.0
987,189.91992,15.0,37.086456,1.0,0.0,Other,9300,106449.0,1.0,DebtCon,120066.0,18.0
3096,1154.6333,0.0,,0.0,0.0,Other,16800,87300.0,0.0,DebtCon,155500.0,3.0
4618,88.6652,17.0,32.52309,0.0,0.0,Other,24200,68477.0,0.0,DebtCon,91598.0,16.0
219,,0.0,12.043671,0.0,0.0,,5300,,0.0,HomeImp,49396.0,0.0
2275,182.40076,19.0,21.296076,0.0,0.0,ProfExe,13900,65437.0,0.0,DebtCon,94518.0,10.0
2507,267.82727,33.0,28.420294,0.0,0.0,Office,14900,97930.0,0.0,DebtCon,113886.0,3.0
5429,200.3016,14.0,42.094177,0.0,0.0,Other,31900,16363.0,0.0,DebtCon,43218.0,29.0
2938,112.2831,15.0,32.761337,,,Office,16200,104896.0,2.0,DebtCon,137950.0,2.0
3217,115.55751,25.0,38.948917,0.0,0.0,ProfExe,17200,85977.0,1.0,HomeImp,109238.0,3.0
1524,144.79523,17.0,33.885876,0.0,0.0,Other,11200,56842.0,0.0,HomeImp,66710.0,6.0
1221,128.86667,24.0,,4.0,,Other,10100,60200.0,5.0,DebtCon,74000.0,4.0
4665,142.34425,25.0,35.979855,1.0,0.0,ProfExe,24500,67336.0,3.0,DebtCon,96060.0,8.0
3614,276.76334,38.0,24.47569,0.0,0.0,ProfExe,19000,172108.0,0.0,DebtCon,195892.0,10.0
5696,292.136,15.0,40.77206,0.0,0.0,ProfExe,41400,362578.0,4.0,HomeImp,471827.0,1.0
645,132.56667,17.0,,0.0,0.0,Other,8000,53000.0,0.0,HomeImp,65960.0,7.5
818,199.29314,22.0,28.434341,0.0,0.0,Mgr,8600,42380.0,0.0,DebtCon,60733.0,3.0
4815,281.92868,30.0,40.87462,1.0,,Other,25200,51789.0,1.0,DebtCon,75569.0,25.0
130,137.31972,23.0,34.275295,0.0,0.0,Mgr,4800,67317.0,0.0,,97191.0,3.0
4956,343.7871,18.0,38.113556,0.0,0.0,ProfExe,26200,141109.0,1.0,HomeImp,245422.0,28.0
2058,172.69669,34.0,42.565582,0.0,0.0,ProfExe,13000,61865.0,2.0,DebtCon,72045.0,0.0
4909,134.85324,42.0,40.398113,0.0,0.0,Other,25900,201877.0,0.0,HomeImp,239546.0,6.0
275,177.5,26.0,,0.0,0.0,ProfExe,5700,58400.0,2.0,HomeImp,75000.0,4.0
2259,195.04219,19.0,43.335346,0.0,0.0,Other,13700,77824.0,3.0,DebtCon,94840.0,6.0
644,203.54462,22.0,31.491686,0.0,0.0,Office,7900,41935.0,1.0,DebtCon,53543.0,8.0
1056,194.42471,15.0,36.950893,2.0,0.0,Other,9700,98232.0,2.0,DebtCon,117321.0,19.0
2299,255.96143,16.0,35.45381,0.0,1.0,Office,14000,99652.0,0.0,,113012.0,17.0
918,358.06668,7.0,,0.0,0.0,Other,9000,,0.0,HomeImp,63684.0,
5056,294.89276,36.0,42.397247,,,Office,26900,113724.0,1.0,DebtCon,151969.0,4.0
2095,156.54546,25.0,42.736664,3.0,0.0,Mgr,13200,93254.0,0.0,HomeImp,125738.0,3.0
2878,315.46655,26.0,25.912975,0.0,0.0,Self,16000,20648.0,0.0,HomeImp,167020.0,5.0
2323,257.22632,12.0,33.903065,0.0,0.0,ProfExe,14000,63451.0,1.0,HomeImp,105702.0,8.0
2498,194.11317,36.0,41.329765,0.0,0.0,ProfExe,14900,87167.0,2.0,DebtCon,114219.0,8.0
2591,118.666664,23.0,,3.0,0.0,Other,15000,54294.0,1.0,DebtCon,85460.0,18.0
1996,187.1792,34.0,29.995039,,,Other,12900,66126.0,,DebtCon,84472.0,2.0
563,228.036,6.0,30.162214,0.0,1.0,Other,7500,32070.0,0.0,DebtCon,36811.0,1.0
764,326.3428,13.0,40.588577,0.0,0.0,Office,8400,17479.0,1.0,HomeImp,66894.0,23.0
1234,,,22.519686,,,,10100,,,,69451.0,
5888,102.29912,20.0,28.525768,0.0,0.0,Other,58100,42615.0,0.0,DebtCon,70584.0,4.0
191,257.6522,26.0,40.952587,0.0,0.0,Other,5000,,0.0,HomeImp,46281.0,2.0
3010,105.53037,18.0,41.344845,0.0,0.0,Other,16500,52028.0,4.0,DebtCon,63745.0,7.0
2449,302.65247,16.0,18.423923,0.0,0.0,ProfExe,14700,10098.0,0.0,DebtCon,51653.0,3.0
4522,357.80505,17.0,30.56428,0.0,0.0,Other,23600,69846.0,0.0,,189234.0,11.0
2175,127.8,27.0,,4.0,0.0,ProfExe,13500,80223.0,2.0,DebtCon,108491.0,4.0
5120,193.00563,12.0,39.415165,0.0,0.0,Mgr,27500,97679.0,0.0,DebtCon,149877.0,23.0
2332,194.63461,20.0,22.023264,0.0,0.0,ProfExe,14100,59402.0,0.0,DebtCon,91057.0,8.0
3592,,15.0,29.472614,0.0,0.0,Other,18900,154563.0,1.0,DebtCon,198790.0,7.0
659,103.73333,13.0,,0.0,0.0,Other,8000,33689.3,0.0,DebtCon,48000.0,3.0
5133,297.00162,24.0,40.015316,0.0,0.0,Mgr,27600,121592.0,0.0,DebtCon,153432.0,2.0
1138,97.96667,21.0,,0.0,0.0,Mgr,10000,22000.0,0.0,HomeImp,41250.0,5.0
209,119.7,25.0,,1.0,0.0,Other,5200,67000.0,0.0,HomeImp,77000.0,9.0
4311,101.758354,25.0,31.470032,0.0,0.0,Other,22400,32665.0,1.0,DebtCon,56639.0,13.0
4468,153.23334,23.0,,1.0,0.0,Self,23300,84083.0,6.0,DebtCon,107407.0,2.0
5569,,0.0,32.01469,0.0,0.0,Other,36200,36661.0,6.0,DebtCon,53622.0,
1335,64.066734,19.0,34.1047,0.0,0.0,ProfExe,10600,80386.0,1.0,HomeImp,106526.0,1.0
2051,195.83333,50.0,,2.0,0.0,Mgr,13000,177000.0,1.0,DebtCon,200000.0,3.0
235,122.94029,15.0,44.092327,0.0,0.0,Other,5400,65814.0,0.0,HomeImp,85848.0,4.0
4492,203.07169,20.0,27.833357,1.0,0.0,ProfExe,23300,91957.0,0.0,DebtCon,135827.0,
4748,201.83333,43.0,,1.0,0.0,Other,25000,98500.0,4.0,DebtCon,130000.0,5.0
3994,235.39555,12.0,34.571846,0.0,0.0,Office,20900,45279.0,0.0,DebtCon,73814.0,1.0
453,196.465,31.0,35.761604,1.0,0.0,Other,6800,71666.0,0.0,HomeImp,99913.0,0.0
4373,188.07773,12.0,40.351902,0.0,0.0,Other,22800,76502.0,0.0,DebtCon,101288.0,20.0
1400,,,35.265438,,,Mgr,10800,31149.0,,DebtCon,67239.0,
1544,129.75806,23.0,38.42588,1.0,0.0,Other,11300,40752.0,0.0,HomeImp,53683.0,22.0
4085,213.23334,27.0,,0.0,0.0,Self,21400,88147.0,2.0,DebtCon,115000.0,3.0
5331,162.384,16.0,33.760303,0.0,0.0,ProfExe,30000,109583.0,1.0,DebtCon,153132.0,10.0
2199,125.76667,9.0,,0.0,0.0,Mgr,13600,41000.0,1.0,DebtCon,73440.0,4.0
2899,296.07626,19.0,30.062737,0.0,0.0,Other,16000,98338.0,1.0,DebtCon,115759.0,8.0
1907,118.06965,14.0,36.051487,0.0,0.0,ProfExe,12600,72854.0,0.0,,86209.0,2.0
3656,199.87564,21.0,36.023663,0.0,0.0,Other,19200,62215.0,1.0,DebtCon,76573.0,18.0
265,204.33525,12.0,42.39777,0.0,0.0,Self,5600,15275.0,0.0,HomeImp,47954.0,
640,80.77894,8.0,44.85898,0.0,2.0,Other,7900,55383.0,10.0,DebtCon,70020.0,12.0
87,12.2,17.0,,0.0,0.0,Other,4000,5700.0,0.0,DebtCon,18000.0,
1617,122.030365,23.0,40.083145,0.0,0.0,Other,11700,42151.0,0.0,HomeImp,58947.0,22.0
2385,169.34665,34.0,42.791634,0.0,0.0,ProfExe,14400,63671.0,1.0,DebtCon,70982.0,0.0
220,184.74277,18.0,27.906122,,,Office,5300,44993.0,,HomeImp,50673.0,7.0
1452,319.79578,10.0,33.596172,1.0,0.0,Other,11000,56795.0,0.0,DebtCon,70014.0,3.0
5659,158.2,28.0,,4.0,0.0,Self,40000,147224.0,3.0,DebtCon,225000.0,2.0
5068,212.64423,27.0,36.997795,0.0,0.0,Other,27000,45880.0,0.0,DebtCon,82425.0,21.0
1970,183.9821,13.0,26.100803,0.0,0.0,Other,12800,46043.0,0.0,DebtCon,62531.0,4.0
3214,240.52275,31.0,32.841755,0.0,0.0,ProfExe,17200,48999.0,3.0,DebtCon,76544.0,5.0
3650,169.97975,19.0,33.299297,0.0,0.0,Office,19200,73339.0,4.0,DebtCon,95426.0,1.0
4270,96.34214,17.0,35.755108,0.0,,Office,22300,69002.0,2.0,DebtCon,105292.0,8.0
5147,91.71124,32.0,39.146755,0.0,0.0,Other,27600,74964.0,1.0,DebtCon,118507.0,5.0
4093,219.15388,24.0,41.824913,2.0,0.0,Office,21400,113053.0,0.0,DebtCon,147467.0,11.0
5767,297.3,13.0,,0.0,0.0,Office,45000,,0.0,HomeImp,76673.0,11.0
1439,224.71558,15.0,39.52685,0.0,0.0,Other,11000,88252.0,2.0,DebtCon,112567.0,11.0
4011,237.82013,13.0,40.305775,0.0,1.0,Other,21000,69097.0,1.0,DebtCon,105200.0,
4230,202.57816,13.0,38.717194,0.0,0.0,Other,22000,76367.0,1.0,DebtCon,103928.0,20.0
5007,97.265656,31.0,40.12651,0.0,0.0,Other,26500,76599.0,1.0,DebtCon,119041.0,4.0
765,131.47139,22.0,29.2004,2.0,0.0,Mgr,8400,62989.0,0.0,HomeImp,76718.0,3.0
1824,145.06667,19.0,,0.0,0.0,Other,12300,78000.0,1.0,HomeImp,101200.0,0.4
5564,64.37879,36.0,40.23487,0.0,0.0,Other,36100,94801.0,1.0,DebtCon,146627.0,11.0
3299,46.875137,10.0,39.081825,2.0,0.0,Other,17600,56090.0,1.0,HomeImp,103992.0,1.0
614,95.36667,23.0,,0.0,0.0,Other,7800,44000.0,0.0,DebtCon,57500.0,11.0
2816,208.50076,20.0,23.035746,0.0,0.0,ProfExe,15800,61073.0,0.0,DebtCon,90897.0,8.0
1519,173.9619,21.0,37.456623,0.0,0.0,Office,11200,44966.0,1.0,DebtCon,55114.0,1.0
3755,81.41435,15.0,32.03355,0.0,0.0,ProfExe,19900,74193.0,0.0,HomeImp,94078.0,7.0
3072,271.65195,10.0,37.63006,2.0,,Other,16700,51310.0,0.0,DebtCon,76704.0,2.0
634,192.12111,15.0,35.586052,0.0,0.0,Office,7900,,0.0,HomeImp,31602.0,20.0
1100,85.90094,14.0,26.33162,0.0,0.0,Office,9800,55539.0,1.0,DebtCon,73560.0,4.0
2705,184.54575,25.0,43.01698,0.0,0.0,Office,15300,84989.0,0.0,HomeImp,98781.0,
292,71.766556,4.0,41.287422,0.0,0.0,Office,5800,,0.0,HomeImp,73804.0,1.0
4164,177.60207,41.0,37.125362,0.0,0.0,ProfExe,21700,47024.0,1.0,DebtCon,71628.0,10.0
161,,,33.70559,,,,4900,,,,69706.0,
2236,155.81529,13.0,29.556366,2.0,0.0,Other,13700,53094.0,0.0,HomeImp,79069.0,2.0
5417,167.85725,28.0,42.63344,0.0,0.0,Mgr,31800,126316.0,2.0,DebtCon,180750.0,14.0
1426,,,22.392612,,,,10900,,,,76207.0,
3462,,15.0,24.590633,0.0,0.0,ProfExe,18300,55584.0,1.0,,95236.0,10.0
2801,131.77342,10.0,23.979702,0.0,0.0,Mgr,15700,16804.0,0.0,DebtCon,34294.0,9.0
481,,,,,,Office,7000,27290.0,,HomeImp,63500.0,6.0
1157,215.03334,29.0,,0.0,0.0,Office,10000,66000.0,3.0,DebtCon,89145.0,9.0
3596,161.33333,28.0,,0.0,0.0,Mgr,18900,68315.0,0.0,HomeImp,98175.0,14.0
4378,335.61566,27.0,32.36504,5.0,,Mgr,22800,127010.0,0.0,,171758.0,25.0
4242,97.023224,17.0,35.681522,0.0,,Office,22100,60396.0,1.0,DebtCon,101741.0,8.0
4208,367.5415,17.0,32.692516,0.0,0.0,Other,21900,70152.0,0.0,,188365.0,9.0
653,129.36247,15.0,47.000977,3.0,0.0,Other,8000,49685.0,0.0,HomeImp,81020.0,2.0
4371,103.785995,24.0,29.540321,,,ProfExe,22700,155284.0,0.0,DebtCon,197634.0,15.0
5517,173.49413,24.0,36.9139,0.0,0.0,Office,34000,57025.0,2.0,DebtCon,103563.0,3.0
4558,59.405773,18.0,35.696636,0.0,0.0,Other,23800,46884.0,1.0,DebtCon,68142.0,8.0
4183,300.84143,18.0,39.419136,1.0,0.0,Other,21800,,0.0,DebtCon,60392.0,
5936,142.19345,13.0,31.469938,1.0,0.0,,79100,23553.0,0.0,HomeImp,103807.0,25.0
1470,440.42126,42.0,26.904766,0.0,0.0,ProfExe,11000,131949.0,0.0,HomeImp,165096.0,5.0
163,335.03333,42.0,,1.0,0.0,Self,5000,6000.0,3.0,HomeImp,38575.0,7.0
3173,67.40829,13.0,44.75157,0.0,4.0,,17000,170636.0,1.0,DebtCon,188899.0,1.0
4527,186.15634,25.0,37.943867,0.0,0.0,Other,23600,82639.0,2.0,DebtCon,114266.0,
812,123.36536,22.0,28.111814,2.0,0.0,Mgr,8500,58327.0,0.0,HomeImp,75044.0,2.0
1689,185.57266,32.0,28.97774,1.0,,ProfExe,11900,114329.0,0.0,DebtCon,143915.0,15.0
4717,99.99371,23.0,33.490353,0.0,0.0,Office,25000,60504.0,0.0,DebtCon,93907.0,1.0
836,213.30289,19.0,32.876457,0.0,0.0,Other,8600,124810.0,1.0,DebtCon,176581.0,8.0
3242,114.023445,26.0,35.90776,3.0,2.0,Other,17300,65077.0,2.0,DebtCon,91991.0,0.0
27,276.96667,9.0,,2.0,1.0,Other,2500,25116.0,0.0,HomeImp,36350.0,10.0
5473,164.30092,24.0,34.391907,0.0,0.0,Office,33000,54821.0,1.0,DebtCon,104724.0,1.0
5119,140.2478,29.0,40.278297,1.0,0.0,Other,27500,54511.0,3.0,DebtCon,84470.0,9.0
5694,144.62242,31.0,36.776264,0.0,0.0,ProfExe,41200,141705.0,0.0,HomeImp,207314.0,6.0
1573,192.31448,16.0,34.343758,0.0,0.0,Other,11400,64934.0,2.0,DebtCon,74875.0,3.0
5050,294.7002,36.0,43.908646,,,Office,26900,115638.0,2.0,DebtCon,145440.0,4.0
3069,105.13327,18.0,39.122997,0.0,0.0,Other,16700,31135.0,0.0,DebtCon,60478.0,14.0
4713,293.23334,36.0,,0.0,0.0,Other,24900,77000.0,0.0,DebtCon,115006.0,10.0
4683,324.1378,34.0,38.70999,0.0,0.0,ProfExe,24700,149235.0,0.0,DebtCon,178454.0,5.0
229,40.70985,4.0,37.84877,0.0,0.0,Office,5400,,0.0,HomeImp,65474.0,1.0
3889,280.7932,16.0,34.43917,0.0,0.0,Other,20400,86559.0,2.0,DebtCon,123114.0,9.0
4641,225.75255,29.0,,6.0,0.0,Other,24400,69873.0,0.0,DebtCon,101484.0,15.0
4521,312.73846,31.0,35.771675,0.0,0.0,Other,23600,50424.0,4.0,DebtCon,70281.0,24.0
1085,132.75249,34.0,37.5882,0.0,0.0,Other,9800,62826.0,0.0,HomeImp,65912.0,6.0
4268,174.5364,47.0,36.853085,4.0,1.0,Office,22300,52322.0,0.0,DebtCon,102958.0,2.0
970,100.051865,20.0,38.444317,0.0,0.0,Other,9300,46466.0,0.0,DebtCon,57182.0,2.0
1422,228.98546,32.0,37.914333,0.0,0.0,ProfExe,10800,61767.0,3.0,DebtCon,72668.0,15.0
4445,314.06638,43.0,38.043728,0.0,,Mgr,23100,83458.0,1.0,DebtCon,107589.0,24.0
149,61.766666,8.0,,0.0,0.0,Mgr,5000,40000.0,2.0,HomeImp,70500.0,0.4
2041,292.1,20.0,,0.0,0.0,Other,13000,59000.0,0.0,HomeImp,83187.0,
2675,309.50262,5.0,37.763836,0.0,0.0,Sales,15200,8723.0,0.0,DebtCon,66817.0,0.0
4981,310.61456,24.0,38.109978,0.0,0.0,Office,26400,79163.0,0.0,DebtCon,123792.0,0.0
1699,151.69943,28.0,38.177742,0.0,,Other,12000,30777.0,7.0,DebtCon,43157.0,8.0
4190,304.73694,18.0,36.71311,0.0,0.0,Other,21800,,0.0,DebtCon,59736.0,
2825,109.29393,16.0,33.77083,,,Office,15800,101246.0,2.0,DebtCon,142340.0,2.0
1622,8.055265,15.0,32.012657,2.0,1.0,Other,11700,54085.0,3.0,HomeImp,68239.0,2.0
2800,,0.0,,0.0,0.0,Other,15700,83761.0,0.0,HomeImp,125860.0,1.0
736,178.68793,15.0,36.6017,0.0,0.0,Office,8200,,0.0,HomeImp,33540.0,21.0
1050,182.80351,31.0,33.48191,0.0,0.0,Other,9600,77359.0,0.0,HomeImp,101365.0,1.0
883,119.55547,11.0,38.695614,4.0,,Mgr,8700,56904.0,2.0,DebtCon,64122.0,5.0
4299,137.18965,14.0,36.12207,0.0,0.0,Office,22400,71051.0,0.0,HomeImp,102374.0,14.0
2737,195.68602,26.0,40.739346,0.0,,ProfExe,15500,158506.0,4.0,DebtCon,179499.0,8.0
4867,289.2009,24.0,37.316208,0.0,0.0,Office,25500,73083.0,1.0,DebtCon,126995.0,1.0
3791,180.6,25.0,,0.0,0.0,Other,20000,74368.0,2.0,DebtCon,105000.0,
5179,97.863846,32.0,41.473972,0.0,0.0,Other,27900,69589.0,1.0,DebtCon,115061.0,5.0
1791,200.03256,15.0,23.130972,0.0,0.0,ProfExe,12100,48149.0,0.0,DebtCon,74539.0,17.0
3869,172.91171,26.0,33.83467,0.0,0.0,Office,20200,41479.0,2.0,DebtCon,70102.0,5.0
4491,,0.0,33.568768,0.0,0.0,Other,23500,52457.0,0.0,DebtCon,77436.0,16.0
1040,176.46747,31.0,34.23479,1.0,0.0,Other,9600,70589.0,0.0,HomeImp,99384.0,0.0
1267,58.895687,7.0,57.995018,0.0,0.0,Other,10300,70147.0,0.0,HomeImp,122124.0,1.0
3195,248.71878,49.0,44.552155,0.0,0.0,Other,17100,27842.0,0.0,HomeImp,74459.0,
424,,,15.703992,,,,6700,,,,55396.0,
2681,260.38345,21.0,27.533272,0.0,0.0,Mgr,15200,142766.0,0.0,DebtCon,177998.0,12.0
607,,,,,,,7700,,,,67350.0,
1357,92.97949,34.0,37.31929,0.0,0.0,ProfExe,10600,73844.0,0.0,HomeImp,107640.0,3.0
2284,210.20213,11.0,41.011,0.0,0.0,Office,13900,95351.0,0.0,DebtCon,117381.0,12.0
557,128.83333,26.0,,0.0,0.0,ProfExe,7400,72739.0,0.0,DebtCon,91425.0,3.5
1037,180.28406,21.0,37.950787,0.0,0.0,Office,9600,53277.0,0.0,DebtCon,60843.0,0.0
113,81.34907,15.0,40.705307,0.0,1.0,Other,4500,66127.0,0.0,HomeImp,79087.0,4.0
4233,97.908585,29.0,32.52453,0.0,0.0,Other,22000,70139.0,2.0,DebtCon,95042.0,2.0
679,79.45885,8.0,31.276716,0.0,0.0,Other,8000,32100.0,2.0,HomeImp,36739.0,4.0
3483,237.27596,23.0,38.415367,0.0,0.0,ProfExe,18400,63569.0,0.0,HomeImp,95729.0,23.0
5503,184.13495,15.0,42.482376,0.0,0.0,Other,33700,12512.0,0.0,DebtCon,42634.0,28.0
4243,108.74925,10.0,7.390143,0.0,0.0,Other,22100,57018.0,1.0,DebtCon,80673.0,12.0
953,0.48671144,7.0,27.075256,0.0,1.0,Other,9200,19756.0,9.0,DebtCon,26140.0,0.0
941,109.53564,33.0,23.082905,0.0,0.0,Other,9100,28550.0,7.0,HomeImp,40300.0,5.0
5836,106.201096,13.0,25.845264,1.0,0.0,Other,50500,70318.0,,HomeImp,172288.0,0.0
4428,177.61165,22.0,48.27759,0.0,0.0,ProfExe,23000,72638.0,2.0,DebtCon,109183.0,2.0
3134,253.47632,23.0,36.452297,,0.0,Other,17000,97713.0,,,164869.0,
5320,92.11887,34.0,27.224985,0.0,0.0,Mgr,30000,79044.0,1.0,DebtCon,118685.0,12.0
3288,265.18463,17.0,27.029438,0.0,0.0,Other,17500,90221.0,1.0,DebtCon,113564.0,19.0
5948,209.04312,16.0,36.088036,0.0,0.0,Other,87000,48980.0,0.0,DebtCon,89764.0,14.0
2645,194.44347,35.0,42.24594,0.0,0.0,ProfExe,15100,81298.0,1.0,DebtCon,108947.0,9.0
1168,72.03333,20.0,,0.0,0.0,ProfExe,10000,78000.0,1.0,HomeImp,97400.0,1.0
3979,174.95857,46.0,37.488544,4.0,0.0,Office,20800,58440.0,0.0,DebtCon,99244.0,1.0
1275,163.08914,21.0,37.973057,0.0,0.0,Office,10300,50714.0,1.0,DebtCon,56088.0,1.0
5359,228.61035,40.0,43.12276,0.0,0.0,Other,30500,108736.0,1.0,DebtCon,147531.0,13.0
5057,131.40964,21.0,36.369026,0.0,0.0,Office,26900,72848.0,0.0,DebtCon,101736.0,10.0
2461,87.46667,28.0,,0.0,0.0,ProfExe,14700,63000.0,0.0,DebtCon,89250.0,4.0
4328,235.54178,13.0,43.06167,1.0,1.0,Other,22500,76493.0,2.0,DebtCon,105545.0,
1937,214.99646,29.0,29.30607,0.0,2.0,ProfExe,12700,79898.0,1.0,DebtCon,101989.0,9.0
1787,139.48534,34.0,33.94344,2.0,0.0,ProfExe,12100,85121.0,0.0,DebtCon,113744.0,0.0
2285,90.27308,7.0,41.69338,0.0,0.0,Other,13900,51653.0,0.0,DebtCon,85578.0,13.0
655,53.666668,18.0,,0.0,0.0,Other,8000,47823.0,2.0,DebtCon,63000.0,5.0
3042,102.13037,8.0,31.566885,,,Other,16500,,2.0,DebtCon,29168.0,11.0
4991,145.88249,29.0,38.97249,1.0,1.0,Other,26400,59288.0,3.0,DebtCon,87753.0,8.0
2225,154.75212,13.0,39.389908,0.0,0.0,Office,13700,70018.0,1.0,HomeImp,89803.0,24.0
4565,169.28363,25.0,40.980618,0.0,1.0,ProfExe,23700,87141.0,1.0,DebtCon,140428.0,22.0
4971,193.85371,19.0,24.893782,2.0,1.0,Other,26300,52296.0,0.0,DebtCon,91041.0,24.0
2328,184.61319,12.0,18.19428,7.0,0.0,Other,14000,,0.0,HomeImp,,17.0
709,161.66158,18.0,24.200111,,,Office,8200,39175.0,,HomeImp,55848.0,10.0
2651,120.13671,12.0,27.616333,0.0,0.0,ProfExe,15200,59544.0,0.0,HomeImp,86360.0,5.0
3123,,,33.742374,,,,16900,78455.0,,,121450.0,
4214,162.53864,42.0,41.27082,,,ProfExe,22000,142072.0,5.0,DebtCon,181484.0,6.0
1845,246.71683,18.0,20.205908,0.0,0.0,Other,12400,31303.0,0.0,,57444.0,29.0
3087,178.92996,12.0,27.81642,2.0,0.0,ProfExe,16800,56979.0,1.0,HomeImp,90008.0,10.0
897,110.50958,8.0,37.108143,,,Other,8900,,,HomeImp,49147.0,
